FLIGHT DISTANCE,,,,,,SHAPE OF DISTRIBUTION ,,,,,,,,,,,,,
108,OUTLIER,,,,,,,,,,,,,,,,,,
173,OUTLIER,,,,,,,,,,,,,,,,,,
215,OUTLIER,,,,,,,,,,,,,,,,,,
108,OUTLIER,,,,,,,,,,,,,,,,,,
215,OUTLIER,,,,,,,,,,,,,,,,,,
173,OUTLIER,,,,,,,,,,,,,,,,,,
173,OUTLIER,,,,,,,,,,,,,,,,,,
212,OUTLIER,,,,,,,,,,,,,,,,,,
67,OUTLIER,,,,,,,,,,,,,,,,,,
67,OUTLIER,,,,,,,,,,,,,,,,,,
108,OUTLIER,,,,,,,,,,,,,,,,,,
2865,OUTLIER,,,,,,,,,,,,,,,,,,
173,OUTLIER,,,,,,,,,,,,,,,,,,
2035,OUTLIER,,,,,,,,,,,,,,,,,,
3513,OUTLIER,,,,,,,,,,,,,,,,,,
108,OUTLIER,,,,,,,,,,,,,,,,,,
173,OUTLIER,,,,,,,,,,,,,,,,,,
173,OUTLIER,,,,,,,,,,,,,,,,,,
215,OUTLIER,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
2992,OUTLIER,,,,,,,,,,,,,,,,,,
1970,OUTLIER,,,,,,,,,,,,,,,,,,
1964,OUTLIER,,,,,,,,,,,,,,,,,,
3227,OUTLIER,,,,,,,,,,,,,,,,,,
2639,OUTLIER,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
3477,OUTLIER,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
1954,OUTLIER,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
2046,OUTLIER,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
3389,OUTLIER,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
1553, - ,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
162,OUTLIER,,,,,,,,,,,,,,,,,,
3043,OUTLIER,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
1868,OUTLIER,,,,,,,,,,,,,,,,,,
562, - ,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
2029,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
2374,OUTLIER,,,,,,,,,,,,,,,,,,
3261,OUTLIER,,,,,,,,,,,,,,,,,,
3538,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
3002,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
2371,OUTLIER,,,,,,,,,,,,,,,,,,
1946,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
3758,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
1534, - ,,,,,,,,,,,,,,,,,,
3424,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
2731,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
3415,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
1798,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
3822,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
227,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
2975,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
2569,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
2497,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
3880,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
2888,OUTLIER,,,,,,,,,,,,,,,,,,
290,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
2129,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
3556,OUTLIER,,,,,,,,,,,,,,,,,,
3098,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
2136,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
3756,OUTLIER,,,,,,,,,,,,,,,,,,
3175,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
290,OUTLIER,,,,,,,,,,,,,,,,,,
2376,OUTLIER,,,,,,,,,,,,,,,,,,
1828,OUTLIER,,,,,,,,,,,,,,,,,,
3728,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
290,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
290,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
290,OUTLIER,,,,,,,,,,,,,,,,,,
290,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
290,OUTLIER,,,,,,,,,,,,,,,,,,
290,OUTLIER,,,,,,,,,,,,,,,,,,
290,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
1957,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
213,OUTLIER,,,,,,,,,,,,,,,,,,
3242,OUTLIER,,,,,,,,,,,,,,,,,,
719, - ,,,,,,,,,,,,,,,,,,
719, - ,,,,,,,,,,,,,,,,,,
719, - ,,,,,,,,,,,,,,,,,,
3477,OUTLIER,,,,,,,,,,,,,,,,,,
2689,OUTLIER,,,,,,,,,,,,,,,,,,
719, - ,,,,,,,,,,,,,,,,,,
719, - ,,,,,,,,,,,,,,,,,,
719, - ,,,,,,,,,,,,,,,,,,
2903,OUTLIER,,,,,,,,,,,,,,,,,,
719, - ,,,,,,,,,,,,,,,,,,
719, - ,,,,,,,,,,,,,,,,,,
719, - ,,,,,,,,,,,,,,,,,,
319,OUTLIER,,,,,,,,,,,,,,,,,,
719, - ,,,,,,,,,,,,,,,,,,
719, - ,,,,,,,,,,,,,,,,,,
719, - ,,,,,,,,,,,,,,,,,,
719, - ,,,,,,,,,,,,,,,,,,
719, - ,,,,,,,,,,,,,,,,,,
3800,OUTLIER,,,,,,,,,,,,,,,,,,
612, - ,,,,,,,,,,,,,,,,,,
612, - ,,,,,,,,,,,,,,,,,,
1708, - ,,,,,,,,,,,,,,,,,,
612, - ,,,,,,,,,,,,,,,,,,
612, - ,,,,,,,,,,,,,,,,,,
612, - ,,,,,,,,,,,,,,,,,,
802, - ,,,,,,,,,,,,,,,,,,
802, - ,,,,,,,,,,,,,,,,,,
3967,OUTLIER,,,,,,,,,,,,,,,,,,
825, - ,,,,,,,,,,,,,,,,,,
2770,OUTLIER,,,,,,,,,,,,,,,,,,
2026,OUTLIER,,,,,,,,,,,,,,,,,,
802, - ,,,,,,,,,,,,,,,,,,
802, - ,,,,,,,,,,,,,,,,,,
802, - ,,,,,,,,,,,,,,,,,,
802, - ,,,,,,,,,,,,,,,,,,
802, - ,,,,,,,,,,,,,,,,,,
3357,OUTLIER,,,,,,,,,,,,,,,,,,
802, - ,,,,,,,,,,,,,,,,,,
3044,OUTLIER,,,,,,,,,,,,,,,,,,
402,OUTLIER,,,,,,,,,,,,,,,,,,
402,OUTLIER,,,,,,,,,,,,,,,,,,
802, - ,,,,,,,,,,,,,,,,,,
825, - ,,,,,,,,,,,,,,,,,,
825, - ,,,,,,,,,,,,,,,,,,
825, - ,,,,,,,,,,,,,,,,,,
825, - ,,,,,,,,,,,,,,,,,,
802, - ,,,,,,,,,,,,,,,,,,
802, - ,,,,,,,,,,,,,,,,,,
825, - ,,,,,,,,,,,,,,,,,,
802, - ,,,,,,,,,,,,,,,,,,
3433,OUTLIER,,,,,,,,,,,,,,,,,,
802, - ,,,,,,,,,,,,,,,,,,
825, - ,,,,,,,,,,,,,,,,,,
1250, - ,,,,,,,,,,,,,,,,,,
2718,OUTLIER,,,,,,,,,,,,,,,,,,
1250, - ,,,,,,,,,,,,,,,,,,
1517, - ,,,,,,,,,,,,,,,,,,
1250, - ,,,,,,,,,,,,,,,,,,
1250, - ,,,,,,,,,,,,,,,,,,
2262,OUTLIER,,,,,,,,,,,,,,,,,,
590, - ,,,,,,,,,,,,,,,,,,
590, - ,,,,,,,,,,,,,,,,,,
590, - ,,,,,,,,,,,,,,,,,,
590, - ,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
3183,OUTLIER,,,,,,,,,,,,,,,,,,
1895,OUTLIER,,,,,,,,,,,,,,,,,,
2204,OUTLIER,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
2146,OUTLIER,,,,,,,,,,,,,,,,,,
853, - ,,,,,,,,,,,,,,,,,,
853, - ,,,,,,,,,,,,,,,,,,
2180,OUTLIER,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
3206,OUTLIER,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
2160,OUTLIER,,,,,,,,,,,,,,,,,,
3380,OUTLIER,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
853, - ,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
853, - ,,,,,,,,,,,,,,,,,,
3109,OUTLIER,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
3674,OUTLIER,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
3845,OUTLIER,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
3344,OUTLIER,,,,,,,,,,,,,,,,,,
3954,OUTLIER,,,,,,,,,,,,,,,,,,
3293,OUTLIER,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
453, - ,,,,,,,,,,,,,,,,,,
421, - ,,,,,,,,,,,,,,,,,,
421, - ,,,,,,,,,,,,,,,,,,
421, - ,,,,,,,,,,,,,,,,,,
421, - ,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
853, - ,,,,,,,,,,,,,,,,,,
853, - ,,,,,,,,,,,,,,,,,,
853, - ,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
853, - ,,,,,,,,,,,,,,,,,,
853, - ,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
853, - ,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
853, - ,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
853, - ,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
821, - ,,,,,,,,,,,,,,,,,,
102,OUTLIER,,,,,,,,,,,,,,,,,,
102,OUTLIER,,,,,,,,,,,,,,,,,,
247,OUTLIER,,,,,,,,,,,,,,,,,,
3431,OUTLIER,,,,,,,,,,,,,,,,,,
113,OUTLIER,,,,,,,,,,,,,,,,,,
229,OUTLIER,,,,,,,,,,,,,,,,,,
134,OUTLIER,,,,,,,,,,,,,,,,,,
1869,OUTLIER,,,,,,,,,,,,,,,,,,
113,OUTLIER,,,,,,,,,,,,,,,,,,
1924,OUTLIER,,,,,,,,,,,,,,,,,,
164,OUTLIER,,,,,,,,,,,,,,,,,,
102,OUTLIER,,,,,,,,,,,,,,,,,,
354,OUTLIER,,,,,,,,,,,,,,,,,,
2366,OUTLIER,,,,,,,,,,,,,,,,,,
3770,OUTLIER,,,,,,,,,,,,,,,,,,
482, - ,,,,,,,,,,,,,,,,,,
3579,OUTLIER,,,,,,,,,,,,,,,,,,
2169,OUTLIER,,,,,,,,,,,,,,,,,,
2895,OUTLIER,,,,,,,,,,,,,,,,,,
2235,OUTLIER,,,,,,,,,,,,,,,,,,
270,OUTLIER,,,,,,,,,,,,,,,,,,
3628,OUTLIER,,,,,,,,,,,,,,,,,,
309,OUTLIER,,,,,,,,,,,,,,,,,,
247,OUTLIER,,,,,,,,,,,,,,,,,,
1507, - ,,,,,,,,,,,,,,,,,,
102,OUTLIER,,,,,,,,,,,,,,,,,,
1987,OUTLIER,,,,,,,,,,,,,,,,,,
3442,OUTLIER,,,,,,,,,,,,,,,,,,
102,OUTLIER,,,,,,,,,,,,,,,,,,
229,OUTLIER,,,,,,,,,,,,,,,,,,
2759,OUTLIER,,,,,,,,,,,,,,,,,,
2722,OUTLIER,,,,,,,,,,,,,,,,,,
2848,OUTLIER,,,,,,,,,,,,,,,,,,
102,OUTLIER,,,,,,,,,,,,,,,,,,
3432,OUTLIER,,,,,,,,,,,,,,,,,,
1954,OUTLIER,,,,,,,,,,,,,,,,,,
1938,OUTLIER,,,,,,,,,,,,,,,,,,
134,OUTLIER,,,,,,,,,,,,,,,,,,
140,OUTLIER,,,,,,,,,,,,,,,,,,
3325,OUTLIER,,,,,,,,,,,,,,,,,,
3838,OUTLIER,,,,,,,,,,,,,,,,,,
158,OUTLIER,,,,,,,,,,,,,,,,,,
134,OUTLIER,,,,,,,,,,,,,,,,,,
164,OUTLIER,,,,,,,,,,,,,,,,,,
134,OUTLIER,,,,,,,,,,,,,,,,,,
1818,OUTLIER,,,,,,,,,,,,,,,,,,
3824,OUTLIER,,,,,,,,,,,,,,,,,,
1661, - ,,,,,,,,,,,,,,,,,,
102,OUTLIER,,,,,,,,,,,,,,,,,,
309,OUTLIER,,,,,,,,,,,,,,,,,,
134,OUTLIER,,,,,,,,,,,,,,,,,,
164,OUTLIER,,,,,,,,,,,,,,,,,,
3169,OUTLIER,,,,,,,,,,,,,,,,,,
229,OUTLIER,,,,,,,,,,,,,,,,,,
3687,OUTLIER,,,,,,,,,,,,,,,,,,
2739,OUTLIER,,,,,,,,,,,,,,,,,,
158,OUTLIER,,,,,,,,,,,,,,,,,,
1822,OUTLIER,,,,,,,,,,,,,,,,,,
3458,OUTLIER,,,,,,,,,,,,,,,,,,
229,OUTLIER,,,,,,,,,,,,,,,,,,
3915,OUTLIER,,,,,,,,,,,,,,,,,,
2474,OUTLIER,,,,,,,,,,,,,,,,,,
270,OUTLIER,,,,,,,,,,,,,,,,,,
309,OUTLIER,,,,,,,,,,,,,,,,,,
140,OUTLIER,,,,,,,,,,,,,,,,,,
312,OUTLIER,,,,,,,,,,,,,,,,,,
3957,OUTLIER,,,,,,,,,,,,,,,,,,
270,OUTLIER,,,,,,,,,,,,,,,,,,
3873,OUTLIER,,,,,,,,,,,,,,,,,,
3800,OUTLIER,,,,,,,,,,,,,,,,,,
1770,OUTLIER,,,,,,,,,,,,,,,,,,
113,OUTLIER,,,,,,,,,,,,,,,,,,
1654, - ,,,,,,,,,,,,,,,,,,
309,OUTLIER,,,,,,,,,,,,,,,,,,
140,OUTLIER,,,,,,,,,,,,,,,,,,
102,OUTLIER,,,,,,,,,,,,,,,,,,
247,OUTLIER,,,,,,,,,,,,,,,,,,
102,OUTLIER,,,,,,,,,,,,,,,,,,
158,OUTLIER,,,,,,,,,,,,,,,,,,
134,OUTLIER,,,,,,,,,,,,,,,,,,
396,OUTLIER,,,,,,,,,,,,,,,,,,
134,OUTLIER,,,,,,,,,,,,,,,,,,
282,OUTLIER,,,,,,,,,,,,,,,,,,
134,OUTLIER,,,,,,,,,,,,,,,,,,
396,OUTLIER,,,,,,,,,,,,,,,,,,
229,OUTLIER,,,,,,,,,,,,,,,,,,
309,OUTLIER,,,,,,,,,,,,,,,,,,
247,OUTLIER,,,,,,,,,,,,,,,,,,
247,OUTLIER,,,,,,,,,,,,,,,,,,
3060,OUTLIER,,,,,,,,,,,,,,,,,,
2978,OUTLIER,,,,,,,,,,,,,,,,,,
354,OUTLIER,,,,,,,,,,,,,,,,,,
2607,OUTLIER,,,,,,,,,,,,,,,,,,
282,OUTLIER,,,,,,,,,,,,,,,,,,
1804,OUTLIER,,,,,,,,,,,,,,,,,,
158,OUTLIER,,,,,,,,,,,,,,,,,,
3409,OUTLIER,,,,,,,,,,,,,,,,,,
134,OUTLIER,,,,,,,,,,,,,,,,,,
312,OUTLIER,,,,,,,,,,,,,,,,,,
3145,OUTLIER,,,,,,,,,,,,,,,,,,
3310,OUTLIER,,,,,,,,,,,,,,,,,,
3945,OUTLIER,,,,,,,,,,,,,,,,,,
113,OUTLIER,,,,,,,,,,,,,,,,,,
134,OUTLIER,,,,,,,,,,,,,,,,,,
1911,OUTLIER,,,,,,,,,,,,,,,,,,
2227,OUTLIER,,,,,,,,,,,,,,,,,,
102,OUTLIER,,,,,,,,,,,,,,,,,,
2500,OUTLIER,,,,,,,,,,,,,,,,,,
229,OUTLIER,,,,,,,,,,,,,,,,,,
396,OUTLIER,,,,,,,,,,,,,,,,,,
102,OUTLIER,,,,,,,,,,,,,,,,,,
3730,OUTLIER,,,,,,,,,,,,,,,,,,
1568, - ,,,,,,,,,,,,,,,,,,
3617,OUTLIER,,,,,,,,,,,,,,,,,,
1634, - ,,,,,,,,,,,,,,,,,,
89,OUTLIER,,,,,,,,,,,,,,,,,,
113,OUTLIER,,,,,,,,,,,,,,,,,,
1760,OUTLIER,,,,,,,,,,,,,,,,,,
1681, - ,,,,,,,,,,,,,,,,,,
3517,OUTLIER,,,,,,,,,,,,,,,,,,
3490,OUTLIER,,,,,,,,,,,,,,,,,,
1595, - ,,,,,,,,,,,,,,,,,,
89,OUTLIER,,,,,,,,,,,,,,,,,,
309,OUTLIER,,,,,,,,,,,,,,,,,,
164,OUTLIER,,,,,,,,,,,,,,,,,,
134,OUTLIER,,,,,,,,,,,,,,,,,,
482, - ,,,,,,,,,,,,,,,,,,
2553,OUTLIER,,,,,,,,,,,,,,,,,,
1528, - ,,,,,,,,,,,,,,,,,,
2540,OUTLIER,,,,,,,,,,,,,,,,,,
354,OUTLIER,,,,,,,,,,,,,,,,,,
158,OUTLIER,,,,,,,,,,,,,,,,,,
89,OUTLIER,,,,,,,,,,,,,,,,,,
164,OUTLIER,,,,,,,,,,,,,,,,,,
2752,OUTLIER,,,,,,,,,,,,,,,,,,
229,OUTLIER,,,,,,,,,,,,,,,,,,
2884,OUTLIER,,,,,,,,,,,,,,,,,,
134,OUTLIER,,,,,,,,,,,,,,,,,,
309,OUTLIER,,,,,,,,,,,,,,,,,,
3621,OUTLIER,,,,,,,,,,,,,,,,,,
3008,OUTLIER,,,,,,,,,,,,,,,,,,
164,OUTLIER,,,,,,,,,,,,,,,,,,
3603,OUTLIER,,,,,,,,,,,,,,,,,,
2541,OUTLIER,,,,,,,,,,,,,,,,,,
2469,OUTLIER,,,,,,,,,,,,,,,,,,
354,OUTLIER,,,,,,,,,,,,,,,,,,
1549, - ,,,,,,,,,,,,,,,,,,
3598,OUTLIER,,,,,,,,,,,,,,,,,,
2068,OUTLIER,,,,,,,,,,,,,,,,,,
164,OUTLIER,,,,,,,,,,,,,,,,,,
3003,OUTLIER,,,,,,,,,,,,,,,,,,
1709, - ,,,,,,,,,,,,,,,,,,
3690,OUTLIER,,,,,,,,,,,,,,,,,,
2241,OUTLIER,,,,,,,,,,,,,,,,,,
354,OUTLIER,,,,,,,,,,,,,,,,,,
134,OUTLIER,,,,,,,,,,,,,,,,,,
247,OUTLIER,,,,,,,,,,,,,,,,,,
140,OUTLIER,,,,,,,,,,,,,,,,,,
134,OUTLIER,,,,,,,,,,,,,,,,,,
89,OUTLIER,,,,,,,,,,,,,,,,,,
247,OUTLIER,,,,,,,,,,,,,,,,,,
1935,OUTLIER,,,,,,,,,,,,,,,,,,
247,OUTLIER,,,,,,,,,,,,,,,,,,
396,OUTLIER,,,,,,,,,,,,,,,,,,
